,Unnamed: 0,UNITID,INSTNM,CITY,STABBR,REGION,LATITUDE,LONGITUDE,PREDDEG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,ADM_RATE,SAT_AVG,ACTCMMID,School Name,School Type,Starting Median Salary,Mid-Career Median Salary,Mid-Career 10th Percentile Salary,Mid-Career 25th Percentile Salary,Mid-Career 75th Percentile Salary,Mid-Career 90th Percentile Salary
168,3780,231174,UNIVERSITYOFVERMONT,Burlington,VT,1,44.479262,-73.198128,3,29332.0,,16768.0,39160.0,,0.7679,0.7712,0.7143,0.7857,0.75,1.0,,,0.6667,0.7294,0.7085,1211.0,28.0,University of Vermont (UVM),State,"$44,800.00","$82,700.00","$44,700.00","$58,000.00","$122,000.00","$194,000.00"
169,3804,232186,GEORGEMASONUNIVERSITY,Fairfax,VA,5,38.83088,-77.30794,3,23607.0,,10952.0,31598.0,,0.6920000000000001,0.6904,0.7078,0.6847,0.7333,0.5,0.8,0.674,0.4783,0.6798,0.6887,1153.0,26.0,George Mason University,State,"$47,800.00","$86,900.00","$51,300.00","$67,200.00","$114,000.00","$150,000.00"
170,3837,233295,RANDOLPHMACONCOLLEGE,Ashland,VA,5,37.749654,-77.47225300000002,3,48970.0,,37600.0,37600.0,,0.5773,0.5972,0.5333,0.3333,0.4444,0.5,,,0.5714,0.3333,0.6637,1098.0,25.0,Randolph-Macon College,Party,"$42,600.00","$83,600.00",,"$54,100.00","$123,000.00",
171,3837,233295,RANDOLPHMACONCOLLEGE,Ashland,VA,5,37.749654,-77.47225300000002,3,48970.0,,37600.0,37600.0,,0.5773,0.5972,0.5333,0.3333,0.4444,0.5,,,0.5714,0.3333,0.6637,1098.0,25.0,Randolph-Macon College,Liberal Arts,"$42,600.00","$83,600.00",,"$54,100.00","$123,000.00",
172,3843,233374,UNIVERSITYOFRICHMOND,University of Richmond,VA,5,37.577625,-77.538702,3,59569.0,,48090.0,48090.0,,0.8769,0.8871,0.8625,0.8654,0.8987,1.0,,,0.8085,0.8618,0.3111,1337.0,31.0,University of Richmond,Liberal Arts,"$48,600.00","$94,600.00","$44,500.00","$59,400.00","$151,000.00","$211,000.00"
173,3860,233921,VIRGINIAPOLYTECHNICINSTITUTEANDSTATEUNIVERSITY,Blacksburg,VA,5,37.228572,-80.423229,3,25837.0,,12485.0,29129.0,,0.8334,0.8438,0.716,0.823,0.8308,0.8889,1.0,0.8,0.7711,0.7586,0.7341,1210.0,,Virginia Polytechnic Institute and State University (Virginia Tech),Engineering,"$53,500.00","$95,400.00","$50,600.00","$71,400.00","$124,000.00","$163,000.00"
174,3862,234030,VIRGINIACOMMONWEALTHUNIVERSITY,Richmond,VA,5,37.547631,-77.453597,3,28631.0,,12772.0,31464.0,,0.6212,0.6125,0.6335,0.5587,0.6894,0.4583,,,0.4868,0.6164,0.7895,1097.0,24.0,Virginia Commonwealth University (VCU),State,"$42,000.00","$68,400.00","$37,400.00","$51,900.00","$100,000.00","$123,000.00"
175,3871,234207,WASHINGTONANDLEEUNIVERSITY,Lexington,VA,5,37.787832,-79.445724,3,61310.0,,46417.0,46417.0,,0.9087,0.9205,0.75,0.875,0.9474,1.0,,1.0,0.8077,1.0,0.2388,1395.0,32.0,Washington and Lee University,Liberal Arts,"$53,600.00","$104,000.00",,"$82,800.00","$146,000.00",
176,3892,235097,EASTERNWASHINGTONUNIVERSITY,Cheney,WA,8,47.491293,-117.589371,3,20538.0,,7866.0,22272.0,,0.4578,0.4979,0.3448,0.3946,0.3784,0.25,0.4,0.4082,0.3333,0.4286,0.8208,970.0,21.0,Eastern Washington University,State,"$38,600.00","$70,900.00","$36,000.00","$50,500.00","$93,100.00","$117,000.00"
177,3922,236328,UNIVERSITYOFPUGETSOUND,Tacoma,WA,8,47.263651,-122.479714,3,57877.0,,44976.0,44976.0,,0.7829999999999999,0.8099,0.4167,0.6279,0.8649,0.6667,1.0,0.6866,0.75,0.8,0.7922,,,University of Puget Sound,Liberal Arts,"$46,600.00","$81,500.00","$48,900.00","$60,100.00","$104,000.00","$137,000.00"
178,3939,236939,WASHINGTONSTATEUNIVERSITY,Pullman,WA,8,46.730448,-117.158168,3,27402.0,,11967.0,25567.0,,0.6419,0.6518,0.4744,0.606,0.6754,0.4595,0.4118,0.6459999999999999,0.7162,0.625,0.7964,1039.0,23.0,Washington State University (WSU),State,"$45,300.00","$84,700.00","$43,600.00","$59,000.00","$113,000.00","$162,000.00"
179,3943,237011,WESTERNWASHINGTONUNIVERSITY,Bellingham,WA,8,48.737236,-122.484873,3,22864.0,,8611.0,20963.0,,0.7127,0.733,0.5938,0.6351,0.6837,0.6226,0.5,0.6729,0.75,0.6479,0.8238,1114.0,25.0,Western Washington University,State,"$42,700.00","$75,400.00","$41,300.00","$56,700.00","$99,200.00","$119,000.00"
180,3945,237057,WHITMANCOLLEGE,Walla Walla,WA,8,46.07135,-118.33016,3,58228.0,,46138.0,46138.0,,0.8734,0.8873,1.0,0.625,0.8621,0.5,1.0,0.9444,1.0,0.8824,0.4272,1314.0,30.0,Whitman College,Liberal Arts,"$43,500.00","$80,100.00",,"$64,800.00","$111,000.00",
181,3992,238032,WESTVIRGINIAUNIVERSITY,Morgantown,WV,5,39.63468,-79.953926,3,18460.0,,7632.0,21432.0,,0.5726,0.5865,0.391,0.3942,0.5846,0.2,0.4,0.5217,0.6,0.6,0.8581,1078.0,24.0,West Virginia University (WVU),Party,"$43,100.00","$78,100.00","$39,700.00","$55,700.00","$106,000.00","$141,000.00"
182,3992,238032,WESTVIRGINIAUNIVERSITY,Morgantown,WV,5,39.63468,-79.953926,3,18460.0,,7632.0,21432.0,,0.5726,0.5865,0.391,0.3942,0.5846,0.2,0.4,0.5217,0.6,0.6,0.8581,1078.0,24.0,West Virginia University (WVU),State,"$43,100.00","$78,100.00","$39,700.00","$55,700.00","$106,000.00","$141,000.00"
183,4043,240189,UNIVERSITYOFWISCONSINWHITEWATER,Whitewater,WI,3,42.835563,-88.742368,3,17195.0,,7637.0,15710.0,,0.5997,0.635,0.2787,0.4828,0.5,0.0,0.6,0.5,0.75,0.3,0.805,1050.0,23.0,University of Wisconsin (UW) - Whitewater,State,"$40,800.00","$75,500.00","$38,200.00","$53,500.00","$99,300.00","$150,000.00"
184,4047,240268,UNIVERSITYOFWISCONSINEAUCLAIRE,Eau Claire,WI,3,44.798431,-91.500432,3,18683.0,,8822.0,16395.0,,0.6458,0.655,0.5714,0.5,0.6232,0.625,,0.6316,0.0833,0.5429,0.852,1110.0,24.0,University of Wisconsin (UW) - Eau Claire,State,"$41,400.00","$64,800.00","$35,000.00","$47,300.00","$93,100.00","$125,000.00"
185,4048,240277,UNIVERSITYOFWISCONSINGREENBAY,Green Bay,WI,3,44.531102,-87.92049899999998,3,17225.0,,7824.0,15397.0,,0.4571,0.4688,0.2727,0.3333,0.3571,0.4286,,0.1667,0.5385,0.5,0.847,1070.0,23.0,University of Wisconsin (UW) - Green Bay,State,"$35,800.00","$60,600.00","$35,500.00","$46,800.00","$81,800.00","$102,000.00"
186,4049,240329,UNIVERSITYOFWISCONSINLACROSSE,La Crosse,WI,3,43.815295,-91.230149,3,17956.0,,8832.0,16783.0,,0.6835,0.7052,0.0909,0.6111,0.413,0.4,,0.5641,0.5417,0.7333,0.8,1130.0,25.0,University of Wisconsin (UW) - La Crosse,State,"$42,200.00","$69,300.00","$37,500.00","$47,200.00","$93,100.00","$133,000.00"
187,4051,240365,UNIVERSITYOFWISCONSINOSHKOSH,Oshkosh,WI,3,44.024985,-88.54928199999998,3,17585.0,,7487.0,15060.0,,0.5091,0.5369,0.2174,0.2308,0.2157,0.1818,0.0,0.4483,0.4286,0.4,0.8149,1030.0,22.0,University of Wisconsin (UW) - Oshkosh,State,"$39,300.00","$66,400.00","$37,700.00","$49,700.00","$90,100.00","$138,000.00"
188,4052,240374,UNIVERSITYOFWISCONSINPARKSIDE,Kenosha,WI,3,42.646074,-87.855407,3,15048.0,,7341.0,15330.0,,0.3312,0.3555,0.2143,0.3176,0.3571,0.0,0.5,0.3,0.5714,0.125,0.8159,970.0,21.0,University of Wisconsin (UW) - Parkside,State,"$40,700.00","$71,400.00","$40,900.00","$53,100.00","$84,900.00","$119,000.00"
189,4054,240417,UNIVERSITYOFWISCONSINSTOUT,Menomonie,WI,3,44.88861,-91.929461,3,18707.0,,9203.0,16949.0,,0.5728,0.5842,0.4286,0.2857,0.5366,0.25,0.0,0.4286,0.3333,0.5556,0.9305,1030.0,22.0,University of Wisconsin (UW) - Stout,State,"$43,600.00","$68,300.00","$40,900.00","$50,600.00","$91,600.00","$136,000.00"
190,4056,240444,UNIVERSITYOFWISCONSINMADISON,Madison,WI,3,43.073858,-89.40535600000003,3,24315.0,,10415.0,29665.0,,0.8495,0.866,0.7353,0.7985,0.8012,0.5556,1.0,0.7724,0.7956,0.8727,0.5761,1300.0,29.0,University of Wisconsin (UW) - Madison,State,"$48,900.00","$87,800.00","$47,400.00","$62,400.00","$118,000.00","$170,000.00"
191,4057,240453,UNIVERSITYOFWISCONSINMILWAUKEE,Milwaukee,WI,3,43.076848,-87.880488,3,20825.0,,9429.0,19603.0,,0.4076,0.4372,0.171,0.297,0.3947,0.2105,0.3333,0.2871,0.6538,0.3944,0.8578,1050.0,23.0,University of Wisconsin (UW) - Milwaukee,State,"$42,300.00","$74,600.00","$40,600.00","$54,000.00","$93,700.00","$123,000.00"
192,4058,240462,UNIVERSITYOFWISCONSINPLATTEVILLE,Platteville,WI,3,42.733936,-90.492709,3,17908.0,,7488.0,15338.0,,0.5402,0.5649,0.1136,0.4,0.2222,0.0,0.0,0.25,0.4,0.4118,0.9431,1090.0,24.0,University of Wisconsin (UW) - Platteville,State,"$45,800.00","$78,500.00","$48,400.00","$61,200.00","$100,000.00","$139,000.00"
193,4060,240480,UNIVERSITYOFWISCONSINSTEVENSPOINT,Stevens Point,WI,3,44.529582,-89.570934,3,16709.0,,7672.0,15939.0,,0.6366,0.6541,0.3125,0.5,0.5714,0.2222,1.0,0.5769,0.3871,0.65,0.9007,1050.0,23.0,University of Wisconsin (UW) - Stevens Point,State,"$39,800.00","$64,000.00","$38,400.00","$45,100.00","$95,400.00","$128,000.00"
194,4070,240727,UNIVERSITYOFWYOMING,Laramie,WY,7,41.311943,-105.57204,3,18691.0,,4892.0,15632.0,,0.5548,0.568,0.25,0.4583,0.6154,0.5,0.75,0.5667,0.4583,0.5167,0.9566,1122.0,25.0,University of Wyoming (UW),State,"$44,500.00","$78,700.00","$41,500.00","$54,000.00","$105,000.00","$145,000.00"
